0;16.461935
1;16.662882
2;15.481072
3;16.21269
4;16.637417
5;16.309052
6;16.550438
7;16.117006
8;18.195091
9;18.563068
10;18.666437
11;18.505552
12;19.770378
13;22.452143
14;23.939365
15;23.931278
16;23.51673
17;20.092327
18;23.764996
19;20.703907
20;21.099815
21;19.625872
22;18.257793
23;17.73595
24;16.293203
