time,value
2025-05-22T08:46:30.955966246Z,809
2025-05-22T08:46:41.739698378Z,817
2025-05-22T08:46:52.359153618Z,808
2025-05-22T08:47:02.986102643Z,808
2025-05-22T08:47:13.764917804Z,806
2025-05-22T08:47:24.395040594Z,809
2025-05-22T08:47:35.022190179Z,806
2025-05-22T08:47:45.798640562Z,809
2025-05-22T08:47:56.425838463Z,812
2025-05-22T08:48:07.052317204Z,816
2025-05-22T08:48:17.829657249Z,812
2025-05-22T08:48:28.453795321Z,812
2025-05-22T08:48:39.081207338Z,819
2025-05-22T08:48:49.856722299Z,815
2025-05-22T08:49:00.482221582Z,826
2025-05-22T08:49:11.110457254Z,820
2025-05-22T08:49:21.889662251Z,821
2025-05-22T08:49:32.517151394Z,817
2025-05-22T08:49:43.143828286Z,813
2025-05-22T08:49:53.921098839Z,812
2025-05-22T08:50:04.549839795Z,818
2025-05-22T08:50:15.179030609Z,821
2025-05-22T08:50:25.957006275Z,820
2025-05-22T08:50:36.584021613Z,821
2025-05-22T08:50:47.210140017Z,817
2025-05-22T08:50:57.989751124Z,816
2025-05-22T08:51:08.617770052Z,814
2025-05-22T08:51:19.245645946Z,826
2025-05-22T08:51:30.021269252Z,820
2025-05-22T08:51:40.647513951Z,826
2025-05-22T08:51:51.276690574Z,820
2025-05-22T08:52:02.05692344Z,824
2025-05-22T08:52:12.6836989Z,816
2025-05-22T08:52:23.312020838Z,812
2025-05-22T08:52:34.089002556Z,816
2025-05-22T08:52:44.716215098Z,819
2025-05-22T08:52:55.343620676Z,822
2025-05-22T08:53:06.126934961Z,827
2025-05-22T08:53:16.754595768Z,813
2025-05-22T08:53:27.385121315Z,821
2025-05-22T08:53:38.161997304Z,819
2025-05-22T08:53:48.789327722Z,821
2025-05-22T08:53:59.415446347Z,814
2025-05-22T08:54:10.196934706Z,823
2025-05-22T08:54:20.824094296Z,820
2025-05-22T08:54:31.449901288Z,819
2025-05-22T08:54:42.230918359Z,817
2025-05-22T08:54:52.855461136Z,822
2025-05-22T08:55:03.482854209Z,827
2025-05-22T08:55:14.261268183Z,820
2025-05-22T08:55:24.886699602Z,820
2025-05-22T08:55:35.516403373Z,824
2025-05-22T08:55:46.293410474Z,821
2025-05-22T08:55:56.920008535Z,820
2025-05-22T08:56:07.547491258Z,823
2025-05-22T08:56:18.324978099Z,822
2025-05-22T08:56:28.952196301Z,831
2025-05-22T08:56:39.582123632Z,829
2025-05-22T08:56:50.369779995Z,826
2025-05-22T08:57:00.992843856Z,825
2025-05-22T08:57:11.619435812Z,825
2025-05-22T08:57:22.398503784Z,832
2025-05-22T08:57:33.024214894Z,832
2025-05-22T08:57:43.650408935Z,826
2025-05-22T08:57:54.429550979Z,823
2025-05-22T08:58:05.05580224Z,823
2025-05-22T08:58:15.682616413Z,823
2025-05-22T08:58:26.461136855Z,830
2025-05-22T08:58:37.088984584Z,822
2025-05-22T08:58:47.730436566Z,823
2025-05-22T08:58:58.505253443Z,821
2025-05-22T08:59:09.131608774Z,827
2025-05-22T08:59:19.759206438Z,825
2025-05-22T08:59:30.537019762Z,831
2025-05-22T08:59:41.164935162Z,831
2025-05-22T08:59:51.789830372Z,823
2025-05-22T09:00:02.570328479Z,827
2025-05-22T09:00:13.198659724Z,833
2025-05-22T09:00:23.824947385Z,833
2025-05-22T09:00:34.601723424Z,827
2025-05-22T09:00:45.227520478Z,827
2025-05-22T09:00:55.854209984Z,830
2025-05-22T09:01:06.63304361Z,833
2025-05-22T09:01:17.259244937Z,827
2025-05-22T09:01:27.887855254Z,827
2025-05-22T09:01:38.668592022Z,827
2025-05-22T09:01:49.296714905Z,825
2025-05-22T09:01:59.927197518Z,829
2025-05-22T09:02:10.704617501Z,833
2025-05-22T09:02:21.332217741Z,836
2025-05-22T09:02:31.958932587Z,832
2025-05-22T09:02:42.7375124Z,831
2025-05-22T09:02:53.365705545Z,837
2025-05-22T09:03:03.994180854Z,834
2025-05-22T09:03:14.775429905Z,826
2025-05-22T09:03:25.403603848Z,826
2025-05-22T09:03:36.030866234Z,829
2025-05-22T09:03:46.809414278Z,825
2025-05-22T09:03:57.435475844Z,834
2025-05-22T09:04:08.062981768Z,828
2025-05-22T09:04:18.841174095Z,829
2025-05-22T09:04:29.469579237Z,830
2025-05-22T09:04:40.095979498Z,835
2025-05-22T09:04:50.877403832Z,832
2025-05-22T09:05:01.503731839Z,836
2025-05-22T09:05:12.13309949Z,837
2025-05-22T09:05:22.908698463Z,829
2025-05-22T09:05:33.537430754Z,841
2025-05-22T09:05:44.1651933Z,838
2025-05-22T09:05:54.945116426Z,832
2025-05-22T09:06:05.573354896Z,833
2025-05-22T09:06:16.200713399Z,836
2025-05-22T09:06:26.977240778Z,832
2025-05-22T09:06:37.604691658Z,829
2025-05-22T09:06:48.232703073Z,829
2025-05-22T09:06:59.018112454Z,833
2025-05-22T09:07:09.635229358Z,835
2025-05-22T09:07:20.262441237Z,836
2025-05-22T09:07:31.041057168Z,830
2025-05-22T09:07:41.667092712Z,830
2025-05-22T09:07:52.294747452Z,840
2025-05-22T09:08:03.073460244Z,836
2025-05-22T09:08:13.700457865Z,831
2025-05-22T09:08:24.326200896Z,836
2025-05-22T09:08:35.104743624Z,831
2025-05-22T09:08:45.732374743Z,829
2025-05-22T09:08:56.360492469Z,837
2025-05-22T09:09:07.138471797Z,827
2025-05-22T09:09:17.764128794Z,838
2025-05-22T09:09:28.391071243Z,827
2025-05-22T09:09:39.169202685Z,829
2025-05-22T09:09:49.794646762Z,838
2025-05-22T09:10:00.423130551Z,829
2025-05-22T09:10:11.200913018Z,843
2025-05-22T09:10:21.829051642Z,831
2025-05-22T09:10:32.456880124Z,836
2025-05-22T09:10:43.232746821Z,841
2025-05-22T09:10:53.86122134Z,837
2025-05-22T09:11:04.492612672Z,838
2025-05-22T09:11:15.273387526Z,832
2025-05-22T09:11:25.899968307Z,828
2025-05-22T09:11:36.527332034Z,834
2025-05-22T09:11:47.304677032Z,836
2025-05-22T09:11:57.931586996Z,837
2025-05-22T09:12:08.55941426Z,830
2025-05-22T09:12:19.337103506Z,837
2025-05-22T09:12:29.963879403Z,830
2025-05-22T09:12:40.591226495Z,834
2025-05-22T09:12:51.369302723Z,831
2025-05-22T09:13:01.994840954Z,839
2025-05-22T09:13:12.621408534Z,839
2025-05-22T09:13:23.398155166Z,842
2025-05-22T09:13:34.024927737Z,839
2025-05-22T09:13:44.654345691Z,841
2025-05-22T09:13:55.430913182Z,854
2025-05-22T09:14:06.058822688Z,854
2025-05-22T09:14:16.687018851Z,856
2025-05-22T09:14:27.466188184Z,876
2025-05-22T09:14:38.09135046Z,907
2025-05-22T09:14:48.717434352Z,932
2025-05-22T09:14:59.493115175Z,954
2025-05-22T09:15:10.120945594Z,939
2025-05-22T09:15:20.74580465Z,942
2025-05-22T09:15:31.524838919Z,957
2025-05-22T09:15:42.149080576Z,1018
2025-05-22T09:15:52.773108305Z,1066
2025-05-22T09:16:03.552714732Z,1036
2025-05-22T09:16:14.181259058Z,1015
2025-05-22T09:16:24.806730424Z,972
2025-05-22T09:16:35.585101866Z,972
2025-05-22T09:16:46.211878429Z,945
2025-05-22T09:16:56.83850779Z,923
2025-05-22T09:17:07.617414577Z,899
2025-05-22T09:17:18.244044764Z,887
2025-05-22T09:17:28.880701219Z,883
2025-05-22T09:17:39.654215215Z,896
2025-05-22T09:17:50.283309992Z,898
2025-05-22T09:18:00.910381215Z,910
2025-05-22T09:18:11.689323671Z,907
2025-05-22T09:18:22.31384773Z,913
2025-05-22T09:18:32.941287195Z,907
2025-05-22T09:18:43.717147363Z,906
2025-05-22T09:18:54.343413364Z,910
2025-05-22T09:19:04.970376827Z,907
2025-05-22T09:19:15.749043351Z,904
2025-05-22T09:19:26.375776492Z,908
2025-05-22T09:19:37.00469204Z,906
2025-05-22T09:19:47.785253354Z,907
2025-05-22T09:19:58.41339968Z,923
2025-05-22T09:20:09.039527617Z,915
2025-05-22T09:20:19.821363496Z,912
2025-05-22T09:20:30.447289986Z,914
2025-05-22T09:20:41.074215107Z,914
2025-05-22T09:20:51.849141137Z,908
2025-05-22T09:21:02.475584143Z,910
2025-05-22T09:21:13.102844473Z,904
2025-05-22T09:21:23.881913825Z,892
2025-05-22T09:21:34.508660548Z,892
2025-05-22T09:21:45.136301848Z,892
2025-05-22T09:21:55.913746769Z,873
2025-05-22T09:22:06.540606939Z,879
2025-05-22T09:22:17.168861276Z,863
2025-05-22T09:22:27.945693771Z,867
2025-05-22T09:22:38.772605234Z,851
2025-05-22T09:22:49.401478699Z,847
2025-05-22T09:23:00.180996665Z,847
2025-05-22T09:23:10.809073511Z,843
2025-05-22T09:23:21.435914229Z,846
2025-05-22T09:23:32.213706788Z,850
2025-05-22T09:23:42.842428216Z,845
2025-05-22T09:23:53.469275502Z,851
2025-05-22T09:24:04.249173879Z,853
2025-05-22T09:24:14.876630258Z,857
2025-05-22T09:24:25.504727167Z,849
2025-05-22T09:24:36.286211654Z,850
2025-05-22T09:24:46.913680226Z,848
2025-05-22T09:24:57.541458685Z,847
2025-05-22T09:25:08.321748862Z,869
2025-05-22T09:25:18.947936015Z,867
2025-05-22T09:25:29.578535342Z,854
2025-05-22T09:25:40.357334704Z,859
2025-05-22T09:25:50.985836135Z,850
2025-05-22T09:26:01.61331642Z,857
2025-05-22T09:26:12.393891716Z,853
2025-05-22T09:26:23.022389709Z,858
2025-05-22T09:26:33.652174598Z,864
2025-05-22T09:26:44.433277826Z,867
2025-05-22T09:26:55.060952074Z,863
2025-05-22T09:27:05.688511608Z,869
2025-05-22T09:27:16.466536764Z,862
2025-05-22T09:27:27.093488881Z,869
2025-05-22T09:27:37.721002234Z,858
2025-05-22T09:27:48.501318033Z,861
2025-05-22T09:27:59.127800364Z,860
2025-05-22T09:28:09.761310993Z,855
2025-05-22T09:28:20.537461882Z,850
2025-05-22T09:28:31.16556112Z,862
2025-05-22T09:28:41.793221332Z,866
2025-05-22T09:28:52.57282238Z,856
2025-05-22T09:29:03.201271054Z,868
2025-05-22T09:29:13.832689159Z,861
2025-05-22T09:29:24.613963324Z,855
2025-05-22T09:29:35.240975223Z,860
2025-05-22T09:29:45.868050634Z,868
2025-05-22T09:29:56.64475996Z,855
2025-05-22T09:30:07.272885097Z,853
2025-05-22T09:30:17.90046783Z,858
2025-05-22T09:30:28.681918594Z,862
2025-05-22T09:30:39.310452368Z,879
2025-05-22T09:30:49.937809555Z,885
2025-05-22T09:31:00.717683782Z,902
2025-05-22T09:31:11.34432428Z,908
2025-05-22T09:31:21.969814805Z,901
2025-05-22T09:31:32.750117831Z,917
2025-05-22T09:31:43.376289625Z,926
2025-05-22T09:31:54.002417267Z,919
2025-05-22T09:32:04.781281305Z,921
2025-05-22T09:32:15.407904674Z,923
2025-05-22T09:32:26.03575751Z,930
2025-05-22T09:32:36.812924183Z,925
2025-05-22T09:32:47.440113543Z,921
2025-05-22T09:32:58.065943763Z,910
2025-05-22T09:33:08.841772355Z,905
2025-05-22T09:33:19.468530928Z,905
2025-05-22T09:33:30.094511407Z,909
2025-05-22T09:33:40.873387793Z,903
2025-05-22T09:33:51.502101554Z,898
2025-05-22T09:34:02.128641761Z,898
2025-05-22T09:34:12.904865592Z,895
2025-05-22T09:34:23.530901098Z,914
2025-05-22T09:34:34.158092064Z,910
2025-05-22T09:34:44.942024577Z,907
2025-05-22T09:34:55.567117243Z,913
2025-05-22T09:35:06.195957868Z,910
2025-05-22T09:35:16.974334734Z,909
2025-05-22T09:35:27.599929583Z,924
2025-05-22T09:35:38.225372746Z,927
2025-05-22T09:35:49.005236831Z,944
2025-05-22T09:35:59.631974675Z,946
2025-05-22T09:36:10.258865195Z,939
2025-05-22T09:36:21.033429292Z,939
2025-05-22T09:36:31.662122956Z,943
2025-05-22T09:36:42.290511292Z,926
2025-05-22T09:36:53.069078634Z,905
2025-05-22T09:37:03.696046817Z,897
2025-05-22T09:37:14.322800446Z,905
2025-05-22T09:37:25.101137815Z,907
2025-05-22T09:37:35.727511837Z,905
2025-05-22T09:37:46.353607433Z,914
2025-05-22T09:37:57.129347677Z,910
2025-05-22T09:38:07.755485922Z,913
2025-05-22T09:38:18.389351209Z,908
2025-05-22T09:38:29.161765826Z,917
2025-05-22T09:38:39.787408841Z,917
2025-05-22T09:38:50.412933399Z,921
2025-05-22T09:39:01.189511781Z,918
2025-05-22T09:39:11.816463983Z,911
2025-05-22T09:39:22.443606883Z,908
2025-05-22T09:39:33.225094004Z,904
2025-05-22T09:39:43.850466299Z,927
2025-05-22T09:39:54.475538385Z,913
2025-05-22T09:40:05.253266743Z,924
2025-05-22T09:40:15.878356Z,919
2025-05-22T09:40:26.506630783Z,913
2025-05-22T09:40:37.285737395Z,920
2025-05-22T09:40:47.912722841Z,918
2025-05-22T09:40:58.541159761Z,919
2025-05-22T09:41:09.317979424Z,920
2025-05-22T09:41:19.944224484Z,931
2025-05-22T09:41:30.572246361Z,926
2025-05-22T09:41:41.349778502Z,907
2025-05-22T09:41:51.977727243Z,904
2025-05-22T09:42:02.603851448Z,911
2025-05-22T09:42:13.381705103Z,931
2025-05-22T09:42:24.006345349Z,918
2025-05-22T09:42:34.632836078Z,912
2025-05-22T09:42:45.408743517Z,905
2025-05-22T09:42:56.033346234Z,913
2025-05-22T09:43:06.665552116Z,920
2025-05-22T09:43:17.441329419Z,924
2025-05-22T09:43:28.069961634Z,929
2025-05-22T09:43:38.695039398Z,929
2025-05-22T09:43:49.472997208Z,941
2025-05-22T09:44:00.099005184Z,935
2025-05-22T09:44:10.725574628Z,914
2025-05-22T09:44:21.50153949Z,909
2025-05-22T09:44:32.130496048Z,899
2025-05-22T09:44:42.756218414Z,888
2025-05-22T09:44:53.541459727Z,895
2025-05-22T09:45:04.169797183Z,897
2025-05-22T09:45:14.797032635Z,901
2025-05-22T09:45:25.57314048Z,903
2025-05-22T09:45:36.20046917Z,910
2025-05-22T09:45:46.828075078Z,902
2025-05-22T09:45:57.610449496Z,903
2025-05-22T09:46:08.236908074Z,902
2025-05-22T09:46:18.866658388Z,893
2025-05-22T09:46:29.645674149Z,900
2025-05-22T09:46:40.273004913Z,904
2025-05-22T09:46:50.899542921Z,902
2025-05-22T09:47:01.686003833Z,922
2025-05-22T09:47:12.314466389Z,906
2025-05-22T09:47:22.941145901Z,898
2025-05-22T09:47:33.721613479Z,910
2025-05-22T09:47:44.353276303Z,909
2025-05-22T09:47:54.984847292Z,908
2025-05-22T09:48:05.766172386Z,900
2025-05-22T09:48:16.394120694Z,904
2025-05-22T09:48:27.017848159Z,923
2025-05-22T09:48:37.804175222Z,903
2025-05-22T09:48:48.423592813Z,907
2025-05-22T09:48:59.051432233Z,903
2025-05-22T09:49:09.836896445Z,914
2025-05-22T09:49:20.462693259Z,915
2025-05-22T09:49:31.089866667Z,906
2025-05-22T09:49:41.869409698Z,913
2025-05-22T09:49:52.494190871Z,902
2025-05-22T09:50:03.122423521Z,910
2025-05-22T09:50:13.897204682Z,921
2025-05-22T09:50:24.525590783Z,915
2025-05-22T09:50:35.153025425Z,911
2025-05-22T09:50:45.929131059Z,908
2025-05-22T09:50:56.556207521Z,907
2025-05-22T09:51:07.185856876Z,906
2025-05-22T09:51:17.961251423Z,909
2025-05-22T09:51:28.588078987Z,901
2025-05-22T09:51:39.215160471Z,914
2025-05-22T09:51:49.993321728Z,906
2025-05-22T09:52:00.619209036Z,901
2025-05-22T09:52:11.247556834Z,903
2025-05-22T09:52:22.029275483Z,894
2025-05-22T09:52:32.654345146Z,915
2025-05-22T09:52:43.281664905Z,914
2025-05-22T09:52:54.057062231Z,914
2025-05-22T09:53:04.696294524Z,913
2025-05-22T09:53:15.324208587Z,914
2025-05-22T09:53:26.105313402Z,910
2025-05-22T09:53:36.733904907Z,914
2025-05-22T09:53:47.364503384Z,909
2025-05-22T09:53:58.141246332Z,913
2025-05-22T09:54:08.767700248Z,913
2025-05-22T09:54:19.396107713Z,910
2025-05-22T09:54:30.173359624Z,921
2025-05-22T09:54:40.80172556Z,924
2025-05-22T09:54:51.426789156Z,908
2025-05-22T09:55:02.205081953Z,901
2025-05-22T09:55:12.831737703Z,892
2025-05-22T09:55:23.459249159Z,892
2025-05-22T09:55:34.245046642Z,901
2025-05-22T09:55:44.867973266Z,901
2025-05-22T09:55:55.496392922Z,905
2025-05-22T09:56:06.277001677Z,908
2025-05-22T09:56:16.90480602Z,917
2025-05-22T09:56:27.535545639Z,910
2025-05-22T09:56:38.313317271Z,906
2025-05-22T09:56:48.941670932Z,898
2025-05-22T09:56:59.569432973Z,901
2025-05-22T09:57:10.348887253Z,899
2025-05-22T09:57:20.975640984Z,896
2025-05-22T09:57:31.604093174Z,909
2025-05-22T09:57:42.386459941Z,905
2025-05-22T09:57:53.014222931Z,906
2025-05-22T09:58:03.642221403Z,900
2025-05-22T09:58:14.417341433Z,905
2025-05-22T09:58:25.043164662Z,917
2025-05-22T09:58:35.670282037Z,904
2025-05-22T09:58:46.449446062Z,914
2025-05-22T09:58:57.076336346Z,913
2025-05-22T09:59:07.703171379Z,902
2025-05-22T09:59:18.481322124Z,904
2025-05-22T09:59:29.12061448Z,893
2025-05-22T09:59:39.741583733Z,905
2025-05-22T09:59:50.521488258Z,897
2025-05-22T10:00:01.149349521Z,908
2025-05-22T10:00:11.777468038Z,899
2025-05-22T10:00:22.557796522Z,898
2025-05-22T10:00:33.18453252Z,897
2025-05-22T10:00:43.813179461Z,905
2025-05-22T10:00:54.589915453Z,892
2025-05-22T10:01:05.21829463Z,908
2025-05-22T10:01:15.844640199Z,900
2025-05-22T10:01:26.624737052Z,907
2025-05-22T10:01:37.249898457Z,920
2025-05-22T10:01:47.879024104Z,916
2025-05-22T10:01:58.714115915Z,908
2025-05-22T10:02:09.342410215Z,907
2025-05-22T10:02:19.971109021Z,904
2025-05-22T10:02:30.747300742Z,897
